# 更新日期: 2026-03-29 14:39:21

央视卫视,#genre#
国际乒联澳门单打世界杯 侯英超、周冠达、周泽昊深度解析签位 侯英超 周冠达 周泽昊 17:00,http://49.235.155.249:3566/963811763
LALIGA FC FUTURES全球锦标赛 决赛 解说 17:25,http://49.235.155.249:3566/963790847
亚冠女足 武汉车谷江大女足VS水原FC女足 林梦鸽 吴桐 18:45,http://49.235.155.249:3566/963824595
亚冠女足 武汉车谷江大女足VS水原FC女足 赛场原声 18:45,http://49.235.155.249:3566/963824581
英女超 西汉姆联女足VS伦敦城雌狮女足 沈云怡 18:45,http://49.235.155.249:3566/963820641
英女超 西汉姆联女足VS伦敦城雌狮女足 赛场原声 18:45,http://49.235.155.249:3566/963820730
英女超 切尔西女足VS阿斯顿维拉女足 胡小凡 18:45,http://49.235.155.249:3566/963820636
英女超 切尔西女足VS阿斯顿维拉女足 赛场原声 18:45,http://49.235.155.249:3566/963820725
安徽省青少年足球联赛 蚌埠VS芜湖 2026安徽省青少年足球联赛男子高中组（甲组）第9轮对阵: 蚌埠vs芜湖 19:00,http://49.235.155.249:3566/963830643
江西省城市篮球联赛 吉安VS萍乡 2026江西省城市篮球联赛季后赛第二轮: 吉安VS萍乡 19:00,http://49.235.155.249:3566/963842844
WCBA 河南豫光金铅VS陕西榆林天泽 解说 19:25,http://49.235.155.249:3566/963789712
WCBA 河南豫光金铅VS陕西榆林天泽 清流播出 19:25,http://49.235.155.249:3566/963789845
WCBA 辽宁大连体产VS北京首钢园 解说 19:25,http://49.235.155.249:3566/963789549
WCBA 辽宁大连体产VS北京首钢园 清流播出 19:25,http://49.235.155.249:3566/963789630
广东省城市篮球联赛 广州VS云浮 2026广东省城市篮球联赛第二轮: 广州vs云浮 19:30,http://49.235.155.249:3566/963843780
CBA 长白山恩都里VS深圳马可波罗 图文直播 19:35,http://49.235.155.249:3566/963499516
CBA 山西汾酒VS上海久事 图文直播 19:35,http://49.235.155.249:3566/963499530
CBA 四川丰谷酒业VS广东东阳光 图文直播 19:35,http://49.235.155.249:3566/963499565
CBA 浙江浙商证券VS江苏肯帝亚 图文直播 19:35,http://49.235.155.249:3566/963499579
英女超 莱斯特城女足VS布莱顿女足 林梦鸽 21:45,http://49.235.155.249:3566/963820565
英女超 莱斯特城女足VS布莱顿女足 赛场原声 21:45,http://49.235.155.249:3566/963820718
WTT 科顿PK篠塚大登 朱芊曦冲冠 马特 23:00,http://49.235.155.249:3566/963692939
WTT 科顿PK篠塚大登 朱芊曦冲冠 赛场原声 23:00,http://49.235.155.249:3566/963692916
体育-明天,#genre#
NBA 雄鹿VS快船 盛哲 03:25,http://49.235.155.249:3566/963853553
NBA 雄鹿VS快船 清流审片后 03:00,http://49.235.155.249:3566/963853587
NBA 雄鹿VS快船 英文原声 03:25,http://49.235.155.249:3566/963853605
NBA 步行者VS热火 姜帆 04:55,http://49.235.155.249:3566/963853619
NBA 步行者VS热火 英文原声 04:55,http://49.235.155.249:3566/963853674
NBA 步行者VS热火 清流审片后 04:30,http://49.235.155.249:3566/963853657
NBA 开拓者VS奇才 邵化谦 05:55,http://49.235.155.249:3566/963853876
NBA 开拓者VS奇才 邢晨 05:55,http://49.235.155.249:3566/963853903
NBA 开拓者VS奇才 清流审片后 05:30,http://49.235.155.249:3566/963853952
NBA 开拓者VS奇才 英文原声 05:55,http://49.235.155.249:3566/963853969
NBA 黄蜂VS凯尔特人 季孟年 05:55,http://49.235.155.249:3566/963853763
NBA 黄蜂VS凯尔特人 清流审片后 05:30,http://49.235.155.249:3566/963853814
NBA 黄蜂VS凯尔特人 英文原声 05:55,http://49.235.155.249:3566/963853825
NBA 篮网VS国王 刘芳宇 05:55,http://49.235.155.249:3566/963853692
NBA 篮网VS国王 英文原声 05:55,http://49.235.155.249:3566/963853732
NBA 篮网VS国王 清流审片后 05:30,http://49.235.155.249:3566/963853720
NBA 猛龙VS魔术 罗森 05:55,http://49.235.155.249:3566/963853837
NBA 猛龙VS魔术 英文原声 05:55,http://49.235.155.249:3566/963853868
NBA 猛龙VS魔术 清流审片后 05:30,http://49.235.155.249:3566/963853862
NBA 鹈鹕VS火箭 连睿 周鹏 裴优 06:45,http://49.235.155.249:3566/963853999
NBA 鹈鹕VS火箭 清流审片后 06:30,http://49.235.155.249:3566/963853256
NBA 鹈鹕VS火箭 英文原声 06:55,http://49.235.155.249:3566/963853249
NBA 雷霆VS尼克斯 王冠证 殷文玉 王羽希 07:15,http://49.235.155.249:3566/963853234
NBA 雷霆VS尼克斯 清流审片后 07:00,http://49.235.155.249:3566/963853190
NBA 雷霆VS尼克斯 英文原声 07:25,http://49.235.155.249:3566/963853158
NBA 雷霆VS尼克斯 智能字幕 07:25,http://49.235.155.249:3566/963853148
国际乒联澳门单打世界杯 第一日热身区 热身区 08:30,http://49.235.155.249:3566/963812153
国际乒联澳门单打世界杯 男女单打小组循环赛第一轮 马特 朱子恒 09:30,http://49.235.155.249:3566/963812405
国际乒联澳门单打世界杯 男女单打小组循环赛第一轮 热身区 08:30,http://49.235.155.249:3566/963812153
国际乒联澳门单打世界杯 男女单打小组循环赛第一轮 1号桌 09:30,http://49.235.155.249:3566/963812185
国际乒联澳门单打世界杯 男女单打小组循环赛第一轮 2号桌 09:30,http://49.235.155.249:3566/963812218
国际乒联澳门单打世界杯 男女单打小组循环赛第一轮 混采区 09:50,http://49.235.155.249:3566/963812448
国际乒联澳门单打世界杯 男女单打小组循环赛第一轮 候场区 09:00,http://49.235.155.249:3566/963812471
NBA 掘金VS勇士 孙博 闫宇峰 小七 09:45,http://49.235.155.249:3566/963853402
NBA 掘金VS勇士 拜月宁 09:55,http://49.235.155.249:3566/963853423
NBA 掘金VS勇士 莫俊祺 09:45,http://49.235.155.249:3566/963853436
NBA 掘金VS勇士 清流审片后 09:30,http://49.235.155.249:3566/963853357
NBA 掘金VS勇士 英文原声 09:55,http://49.235.155.249:3566/963853325
NBA 掘金VS勇士 智能字幕 09:55,http://49.235.155.249:3566/963853306
NBA 掘金VS勇士 洪荒 09:45,http://49.235.155.249:3566/963853457
国际乒联澳门单打世界杯 男女单打小组循环赛第一轮 侯英超 周冠达 16:30,http://49.235.155.249:3566/963812581
国际乒联澳门单打世界杯 男女单打小组循环赛第一轮 凌维康 17:00,http://49.235.155.249:3566/963812621
国际乒联澳门单打世界杯 男女单打小组循环赛第一轮 热身区 08:30,http://49.235.155.249:3566/963812153
国际乒联澳门单打世界杯 男女单打小组循环赛第一轮 1号桌 17:00,http://49.235.155.249:3566/963812515
国际乒联澳门单打世界杯 男女单打小组循环赛第一轮 2号桌 17:00,http://49.235.155.249:3566/963812554
国际乒联澳门单打世界杯 男女单打小组循环赛第一轮 混采区 17:20,http://49.235.155.249:3566/963818551
国际乒联澳门单打世界杯 男女单打小组循环赛第一轮 候场区 16:30,http://49.235.155.249:3566/963818633
WCBA 上海浦发银行VS四川蜀道远达 解说 19:25,http://49.235.155.249:3566/963790042
WCBA 上海浦发银行VS四川蜀道远达 清流播出 19:25,http://49.235.155.249:3566/963790064
WCBA 山东赤水河酒VS新疆天山 解说 19:25,http://49.235.155.249:3566/963789727
WCBA 山东赤水河酒VS新疆天山 清流播出 19:25,http://49.235.155.249:3566/963789871
WCBA 江苏南钢VS东莞新彤盛 解说 19:25,http://49.235.155.249:3566/963789985
WCBA 江苏南钢VS东莞新彤盛 清流播出 19:25,http://49.235.155.249:3566/963790024
WCBA 武汉盛帆黄鹤VS山西竹叶青酒 解说 19:25,http://49.235.155.249:3566/963789566
WCBA 武汉盛帆黄鹤VS山西竹叶青酒 清流播出 19:25,http://49.235.155.249:3566/963789639
CBA 福建晋江文旅VS辽宁本钢 图文直播 19:35,http://49.235.155.249:3566/963499601
CBA 南京天之蓝VS北京北汽 图文直播 19:35,http://49.235.155.249:3566/963499638
CBA 青岛崂山啤酒VS北京控股 图文直播 19:35,http://49.235.155.249:3566/963499659
CBA 山东高速VS天津先行者 图文直播 19:35,http://49.235.155.249:3566/963499685
CBA 浙江稠州金租VS广州朗肽海本 图文直播 19:35,http://49.235.155.249:3566/963499702
CBA 新疆伊力特VS宁波町渥 图文直播 20:00,http://49.235.155.249:3566/963499713
斯诺克 小特迎战艾伦 霍金斯PK塔猜亚 柏林 20:00,http://49.235.155.249:3566/963856813
斯诺克 小特迎战艾伦 霍金斯PK塔猜亚 1号桌 20:00,http://49.235.155.249:3566/963821658
斯诺克 小特迎战艾伦 霍金斯PK塔猜亚 2号桌 20:00,http://49.235.155.249:3566/963821708









今日组播,#genre#
河南卫视,http://219.156.90.199:4022/rtp/225.1.4.98:1127
河南都市频道,http://219.156.90.199:4022/rtp/225.1.4.52:1081
河南民生频道,http://219.156.90.199:4022/rtp/225.1.4.53:1082
河南法治频道,http://219.156.90.199:4022/rtp/225.1.4.54:1083
河南电视剧频道,http://219.156.90.199:4022/rtp/225.1.4.55:1084
河南新闻频道,http://219.156.90.199:4022/rtp/225.1.4.56:1085
河南公共频道,http://219.156.90.199:4022/rtp/225.1.4.58:1087
河南乡村频道,http://219.156.90.199:4022/rtp/225.1.4.120:1149
河南收藏天下,http://219.156.90.199:4022/rtp/225.1.4.100:1129
河南戏曲频道,http://219.156.90.199:4022/rtp/225.1.4.99:1128
河南中华功夫,http://219.156.90.199:4022/rtp/225.1.4.101:1130
河南移动电视,http://219.156.90.199:4022/rtp/225.1.5.40:1350
CCTV-1综合,http://219.156.90.199:4022/rtp/225.1.4.73:1102
CCTV-2财经,http://219.156.90.199:4022/rtp/225.1.4.74:1103
CCTV-3综艺,http://219.156.90.199:4022/rtp/225.1.4.158:1194
CCTV-4中文国际,http://219.156.90.199:4022/rtp/225.1.5.30:1333
CCTV-5体育,http://219.156.90.199:4022/rtp/225.1.4.159:1195
CCTV-5+体育赛事,http://219.156.90.199:4022/rtp/225.1.4.75:1104
CCTV-6电影,http://219.156.90.199:4022/rtp/225.1.4.160:1196
CCTV-7国防军事,http://219.156.90.199:4022/rtp/225.1.4.76:1105
CCTV-8电视剧,http://219.156.90.199:4022/rtp/225.1.4.161:1197
CCTV-9纪录,http://219.156.90.199:4022/rtp/225.1.4.77:1106
CCTV-10科教,http://219.156.90.199:4022/rtp/225.1.4.78:1107
CCTV-11戏曲,http://219.156.90.199:4022/rtp/225.1.4.215:1268
CCTV-12社会与法,http://219.156.90.199:4022/rtp/225.1.4.79:1108
CCTV-13新闻,http://219.156.90.199:4022/rtp/225.1.4.113:1293
CCTV-14少儿,http://219.156.90.199:4022/rtp/225.1.4.80:1109
CCTV-15音乐,http://219.156.90.199:4022/rtp/225.1.4.216:1269
CCTV-17农业农村,http://219.156.90.199:4022/rtp/225.1.4.226:2506
CHC家庭影院,http://219.156.90.199:4022/rtp/225.1.4.209:1262
CHC动作电影,http://219.156.90.199:4022/rtp/225.1.4.208:1261
CHC影迷电影,http://219.156.90.199:4022/rtp/225.1.4.207:1260
湖南卫视,http://219.156.90.199:4022/rtp/225.1.4.82:1111
江苏卫视,http://219.156.90.199:4022/rtp/225.1.4.83:1112
浙江卫视,http://219.156.90.199:4022/rtp/225.1.4.84:1113
北京卫视,http://219.156.90.199:4022/rtp/225.1.4.81:1110
东方卫视,http://219.156.90.199:4022/rtp/225.1.4.85:1114
天津卫视,http://219.156.90.199:4022/rtp/225.1.4.86:1115
山东卫视,http://219.156.90.199:4022/rtp/225.1.4.88:1117
安徽卫视,http://219.156.90.199:4022/rtp/225.1.4.87:1116
深圳卫视,http://219.156.90.199:4022/rtp/225.1.4.90:1119
江西卫视,http://219.156.90.199:4022/rtp/225.1.4.139:1305
湖北卫视,http://219.156.90.199:4022/rtp/225.1.4.89:1118
四川卫视,http://219.156.90.199:4022/rtp/225.1.4.151:1306
黑龙江卫视,http://219.156.90.199:4022/rtp/225.1.4.91:1120
云南卫视,http://219.156.90.199:4022/rtp/225.1.4.152:1307
贵州卫视,http://219.156.90.199:4022/rtp/225.1.4.122:1302
辽宁卫视,http://219.156.90.199:4022/rtp/225.1.4.167:1208
东南卫视,http://219.156.90.199:4022/rtp/225.1.4.228:1274
海南卫视,http://219.156.90.199:4022/rtp/225.1.4.195:1310
重庆卫视,http://219.156.90.199:4022/rtp/225.1.4.157:1308
广东卫视,http://219.156.90.199:4022/rtp/225.1.4.166:1207
广西卫视,http://219.156.90.199:4022/rtp/225.1.4.31:1060
河北卫视,http://219.156.90.199:4022/rtp/225.1.4.123:1304
吉林卫视,http://219.156.90.199:4022/rtp/225.1.4.174:1309
山西卫视,http://219.156.90.199:4022/rtp/225.1.4.38:1067
陕西卫视,http://219.156.90.199:4022/rtp/225.1.4.39:1068
甘肃卫视,http://219.156.90.199:4022/rtp/225.1.4.42:1071
青海卫视,http://219.156.90.199:4022/rtp/225.1.4.44:1073
内蒙古卫视,http://219.156.90.199:4022/rtp/225.1.4.45:1074
宁夏卫视,http://219.156.90.199:4022/rtp/225.1.4.43:1072
西藏卫视,http://219.156.90.199:4022/rtp/225.1.4.46:1075
厦门卫视,http://219.156.90.199:4022/rtp/225.1.4.95:1124
新疆卫视,http://219.156.90.199:4022/rtp/225.1.4.47:1076
三沙卫视,http://219.156.90.199:4022/rtp/225.1.4.234:1280
兵团卫视,http://219.156.90.199:4022/rtp/225.1.4.97:1126
山东教育卫视,http://219.156.90.199:4022/rtp/225.1.4.164:1205
金鹰卡通,http://219.156.90.199:4022/rtp/225.1.4.49:1078
金鹰纪实,http://219.156.90.199:4022/rtp/225.1.4.172:1711
嘉佳卡通,http://219.156.90.199:4022/rtp/225.1.4.92:1121
卡酷少儿,http://219.156.90.199:4022/rtp/225.1.4.48:1077
新动漫,http://219.156.90.199:4022/rtp/225.1.4.212:1265
CETV1,http://219.156.90.199:4022/rtp/225.1.4.173:1712
CETV2,http://219.156.90.199:4022/rtp/225.1.4.165:1206
CETV4,http://219.156.90.199:4022/rtp/225.1.4.171:1710
IPTV相声小品,http://219.156.90.199:4022/rtp/225.1.4.186:1235
IPTV音乐,http://219.156.90.199:4022/rtp/225.1.4.184:1224
IPTV生活,http://219.156.90.199:4022/rtp/225.1.4.176:1225
IPTV好学生,http://219.156.90.199:4022/rtp/225.1.4.177:1226
IPTV国学,http://219.156.90.199:4022/rtp/225.1.4.178:1227
IPTV早教,http://219.156.90.199:4022/rtp/225.1.4.179:1228
IPTV军事,http://219.156.90.199:4022/rtp/225.1.4.181:1230
IPTV美妆,http://219.156.90.199:4022/rtp/225.1.4.182:1231
IPTV地理,http://219.156.90.199:4022/rtp/225.1.4.183:1232
IPTV足球,http://219.156.90.199:4022/rtp/225.1.4.200:1250
IPTV野外,http://219.156.90.199:4022/rtp/225.1.4.187:1236
IPTV法治,http://219.156.90.199:4022/rtp/225.1.4.188:1237
IPTV综艺,http://219.156.90.199:4022/rtp/225.1.4.204:1252
IPTV体育,http://219.156.90.199:4022/rtp/225.1.4.168:1220
IPTV收视指南,http://219.156.90.199:4022/rtp/225.1.4.50:1079
华数经典电影,http://219.156.90.199:4022/rtp/225.1.4.175:1233
华数精选,http://219.156.90.199:4022/rtp/225.1.4.253:1299
华数谍战剧场,http://219.156.90.199:4022/rtp/225.1.4.185:1240
华数少儿动画,http://219.156.90.199:4022/rtp/225.1.4.189:1238
华数热播剧场,http://219.156.90.199:4022/rtp/225.1.4.190:1239
华数魅力时尚,http://219.156.90.199:4022/rtp/225.1.4.205:1253
华数爱电影,http://219.156.90.199:4022/rtp/225.1.4.6:1035
爱大剧,http://219.156.90.199:4022/rtp/225.1.4.8:1037
CCTV-4欧洲,http://219.156.90.199:4022/rtp/225.1.5.31:1342
CCTV-4美洲,http://219.156.90.199:4022/rtp/225.1.5.32:1343
CGTN英语,http://219.156.90.199:4022/rtp/225.1.5.34:1344
CGTN纪录,http://219.156.90.199:4022/rtp/225.1.5.35:1345
CGTN西班牙语,http://219.156.90.199:4022/rtp/225.1.5.36:1346
CGTN法语,http://219.156.90.199:4022/rtp/225.1.5.37:1347
CGTN阿拉伯语,http://219.156.90.199:4022/rtp/225.1.5.38:1348
CGTN俄语,http://219.156.90.199:4022/rtp/225.1.5.39:1349
爱上-4K,http://219.156.90.199:4022/rtp/225.1.4.162:1204
河南卫视,http://219.156.90.199:4022/rtp/225.1.4.254:1300
国学频道,http://219.156.90.199:4022/rtp/225.1.4.196:1311





全网通频,#genre#
CCTV1,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv1
CCTV2,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2
CCTV3,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv3
CCTV4,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv4
CCTV5,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5
CCTV5+,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5p
CCTV6,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv6
CCTV7,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv7
CCTV8,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv8
CCTV9,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv9
CCTV10,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv10
CCTV11,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv11
CCTV12,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv12
CCTV13,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv13
CCTV14,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv14
CCTV15,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv15
CCTV16,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv16
CCTV17,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv17
北京卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=bjws
东方卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dfws
浙江卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=zjws
江苏卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jsws
湖南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hunws
广东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gdws
深圳卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=szws
天津卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=tjws
安徽卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=ahws
山东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=sdws
辽宁卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=lnws
河北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hbws
河南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hnws
江西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jxws
四川卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=scws
重庆卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cqws
贵州卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gzws
湖北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hubws
广西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gxws
东南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dnws
海南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hinws
青海卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=qhws
吉林卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jlws
黑龙江视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hljws








咪咕js频,#genre#
CCTV1,http://j.s.bkpcp.top/jj/cctv1
CCTV2,http://j.s.bkpcp.top/jj/cctv2
CCTV3,http://j.s.bkpcp.top/jj/cctv3
CCTV4,http://j.s.bkpcp.top/jj/cctv4
CCTV5,http://j.s.bkpcp.top/jj/cctv5
CCTV5+,http://j.s.bkpcp.top/jj/cctv5p
CCTV6,http://j.s.bkpcp.top/jj/cctv6
CCTV7,http://j.s.bkpcp.top/jj/cctv7
CCTV8,http://j.s.bkpcp.top/jj/cctv8
CCTV9,http://j.s.bkpcp.top/jj/cctv9
CCTV10,http://j.s.bkpcp.top/jj/cctv10
CCTV11,http://j.s.bkpcp.top/jj/cctv11
CCTV12,http://j.s.bkpcp.top/jj/cctv12
CCTV13,http://j.s.bkpcp.top/jj/cctv13
CCTV14,http://j.s.bkpcp.top/jj/cctv14
CCTV15,http://j.s.bkpcp.top/jj/cctv15
CCTV16,http://j.s.bkpcp.top/jj/cctv16
CCTV17,http://j.s.bkpcp.top/jj/cctv17
浙江卫视4K,http://j.s.bkpcp.top/jj/zjws
广东卫视,http://j.s.bkpcp.top/jj/gdws
江苏卫视4K,http://j.s.bkpcp.top/jj/jsws
东方卫视,http://j.s.bkpcp.top/jj/dfws
湖北卫视,http://j.s.bkpcp.top/jj/hubws
吉林卫视,http://j.s.bkpcp.top/jj/jlws
河南卫视,http://j.s.bkpcp.top/jj/hnws
东南卫视,http://j.s.bkpcp.top/jj/dnws
海南卫视,http://j.s.bkpcp.top/jj/hinws
湖南卫视4K,http://j.s.bkpcp.top/jj/hunws
北京卫视,http://j.s.bkpcp.top/jj/bjws
黑龙江卫视,http://j.s.bkpcp.top/jj/hljws
吉林卫视,http://j.s.bkpcp.top/jj/jlws
辽宁卫视,http://j.s.bkpcp.top/jj/lnws
内蒙古卫视,http://j.s.bkpcp.top/jj/nmgws
甘肃卫视,http://j.s.bkpcp.top/jj/gsws
山西卫视,http://j.s.bkpcp.top/jj/sxiws
山东卫视,http://j.s.bkpcp.top/jj/sdws
安徽卫视,http://j.s.bkpcp.top/jj/ahws
深圳卫视,http://j.s.bkpcp.top/jj/szws
广西卫视,http://j.s.bkpcp.top/jj/gxws
云南卫视,http://j.s.bkpcp.top/jj/ynws
贵州卫视,http://j.s.bkpcp.top/jj/gzws
四川卫视,http://j.s.bkpcp.top/jj/scws


体育频频,#genre#
五星体育,http://156.238.248.80/live/2.index.m3u8

五星体育,http://38.14.195.5:8080/live/a9fc6080659aa5463f2f60e92e0328e8?token=8520
广东体育,http://113.64.147.80:8081/hls/1/index.m3u8
CCTV-5,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5
CCTV-5+,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5p
CCTV-16,http://156.238.248.80/live/4.index.m3u8

Baku TV AZ,https://hesen568azproiptv.com/iptv_proxy/stream.php?stream=16047%2Findex.m3u8
AzTV,https://hesen568azproiptv.com/iptv_proxy/stream.php?stream=966%2Findex.m3u8
Idman TV HD AZ,https://hesen568azproiptv.com/iptv_proxy/stream.php?stream=16044%2Findex.m3u8
ARB 24 HD AZ,https://hesen568azproiptv.com/iptv_proxy/stream.php?stream=2188%2Findex.m3u8
TRT Spor Yildiz HD TR,https://hesen568azproiptv.com/iptv_proxy/stream.php?stream=2145%2Findex.m3u8
CNN Turk FHD TR,https://hesen568azproiptv.com/iptv_proxy/stream.php?stream=6926%2Findex.m3u8
NBA TV USA HD TR,https://hesen568azproiptv.com/iptv_proxy/stream.php?stream=31209%2Findex.m3u8

beIN Sports 1 FHD TR,https://hesen568azproiptv.com/iptv_proxy/stream.php?stream=6817%2Findex.m3u8
beIN Sports 2 FHD TR,https://hesen568azproiptv.com/iptv_proxy/stream.php?stream=6819%2Findex.m3u8
beIN Sports 3 FHD TR,https://hesen568azproiptv.com/iptv_proxy/stream.php?stream=6821%2Findex.m3u8
beIN Sports 4 FHD TR,https://hesen568azproiptv.com/iptv_proxy/stream.php?stream=6823%2Findex.m3u8
beIN Sports Max 1 HD TR,https://hesen568azproiptv.com/iptv_proxy/stream.php?stream=6824%2Findex.m3u8
A Spor TR,https://hesen568azproiptv.com/iptv_proxy/stream.php?stream=6832%2Findex.m3u8

湾湾频道,#genre#
中天新闻台,http://119.91.7.169:2026/TW.php?id=中天新闻台
寰宇新闻台,http://119.91.7.169:2026/TW.php?id=寰宇新闻台
TVBS,http://119.91.7.169:2026/TW.php?id=TVBS

民視第一台,http://156.238.248.80:5566/4gtv-live403/index.m3u8?token=SDzCnf82ZVmlnUsxT0jIYSUyIRFxUGz3eC1ayPBZ0NvI8ZsakxSQPXftWLdRLGhD&proxy=true
民視第一台,http://156.238.248.80:5566/4gtv-4gtv003/index.m3u8?token=SDzCnf82ZVmlnUsxT0jIYSUyIRFxUGz3eC1ayPBZ0NvI8ZsakxSQPXftWLdRLGhD&proxy=true
民視台灣台,http://156.238.248.80:5566/4gtv-live401/index.m3u8?token=SDzCnf82ZVmlnUsxT0jIYSUyIRFxUGz3eC1ayPBZ0NvI8ZsakxSQPXftWLdRLGhD&proxy=true
民視台灣台,http://156.238.248.80:5566/4gtv-4gtv001/index.m3u8?token=SDzCnf82ZVmlnUsxT0jIYSUyIRFxUGz3eC1ayPBZ0NvI8ZsakxSQPXftWLdRLGhD&proxy=true
民視,http://156.238.248.80:5566/4gtv-live215/index.m3u8?token=SDzCnf82ZVmlnUsxT0jIYSUyIRFxUGz3eC1ayPBZ0NvI8ZsakxSQPXftWLdRLGhD&proxy=true
民視,http://156.238.248.80:5566/4gtv-4gtv002/index.m3u8?token=SDzCnf82ZVmlnUsxT0jIYSUyIRFxUGz3eC1ayPBZ0NvI8ZsakxSQPXftWLdRLGhD&proxy=true
ARIRANG阿里郎頻道,http://156.238.248.80:5566/4gtv-4gtv079/index.m3u8?token=SDzCnf82ZVmlnUsxT0jIYSUyIRFxUGz3eC1ayPBZ0NvI8ZsakxSQPXftWLdRLGhD&proxy=true
原住民族電視台,http://156.238.248.80:5566/4gtv-live014/index.m3u8?token=SDzCnf82ZVmlnUsxT0jIYSUyIRFxUGz3eC1ayPBZ0NvI8ZsakxSQPXftWLdRLGhD&proxy=true


公視戲劇,http://156.238.248.80:5566/4gtv-4gtv042/index.m3u8?token=SDzCnf82ZVmlnUsxT0jIYSUyIRFxUGz3eC1ayPBZ0NvI8ZsakxSQPXftWLdRLGhD&proxy=true
民視影劇,http://156.238.248.80:5566/litv-ftv09/index.m3u8?token=SDzCnf82ZVmlnUsxT0jIYSUyIRFxUGz3eC1ayPBZ0NvI8ZsakxSQPXftWLdRLGhD&proxy=true
經典電影台,http://156.238.248.80:5566/4gtv-live021/index.m3u8?token=SDzCnf82ZVmlnUsxT0jIYSUyIRFxUGz3eC1ayPBZ0NvI8ZsakxSQPXftWLdRLGhD&proxy=true

民視綜藝,http://156.238.248.80:5566/4gtv-4gtv004/index.m3u8?token=SDzCnf82ZVmlnUsxT0jIYSUyIRFxUGz3eC1ayPBZ0NvI8ZsakxSQPXftWLdRLGhD&proxy=true
豬哥亮歌廳秀,http://156.238.248.80:5566/4gtv-4gtv006/index.m3u8?token=SDzCnf82ZVmlnUsxT0jIYSUyIRFxUGz3eC1ayPBZ0NvI8ZsakxSQPXftWLdRLGhD&proxy=true

民視旅遊,http://156.238.248.80:5566/litv-ftv07/index.m3u8?token=SDzCnf82ZVmlnUsxT0jIYSUyIRFxUGz3eC1ayPBZ0NvI8ZsakxSQPXftWLdRLGhD&proxy=true
滾動力 Rollor,http://156.238.248.80:5566/4gtv-live012/index.m3u8?token=SDzCnf82ZVmlnUsxT0jIYSUyIRFxUGz3eC1ayPBZ0NvI8ZsakxSQPXftWLdRLGhD&proxy=true


經典卡通台,http://156.238.248.80:5566/4gtv-live022/index.m3u8?token=SDzCnf82ZVmlnUsxT0jIYSUyIRFxUGz3eC1ayPBZ0NvI8ZsakxSQPXftWLdRLGhD&proxy=true
精選動漫台,http://156.238.248.80:5566/4gtv-live024/index.m3u8?token=SDzCnf82ZVmlnUsxT0jIYSUyIRFxUGz3eC1ayPBZ0NvI8ZsakxSQPXftWLdRLGhD&proxy=true
